Institute,Program,Seat Type,Gender,OR,CR
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),19547,22202
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1853,2116
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),3386,3591
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,3171,4347
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),7131,8597
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,1993,2441
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),3101,3681
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,812,1061
IIT (ISM) Dhanbad,"Petroleum Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),1499,1499
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,9359,10413
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),14997,17949
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1673,1844
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3813,4254
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7302,7302
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2163,2260
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2889,2889
IIT Ropar,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1071,1071
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,10422,11890
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),19076,19290
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1766,1851
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3216,3216
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3902,4427
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),7562,7767
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2113,2320
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3246,3246
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,688,791
IIT Ropar,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),966,966
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,945,1883
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),3425,4951
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,56,95
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,226,333
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),712,857
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",EWS (PwD),Gender-Neutral,26,26
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,673,1089
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),1989,2419
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,29,29
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,231,467
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),1273,1363
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,160,271
IIT Ropar,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),446,446
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,4055,5529
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),6759,10781
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,848,1082
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1446,1721
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1795,2506
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),5021,5707
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1134,1444
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2147,2377
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,618,753
IIT Ropar,"Electrical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),874,874
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",OPEN,Gender-Neutral,6425,11278
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),18244,19606
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",EWS,Gender-Neutral,1732,2082
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,4516,4840
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),8231,8231
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",SC,Gender-Neutral,2358,2531
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3320,3320
IIT Ropar,"Engineering Physics (4 Years, B. Tech)",ST,Gender-Neutral,1223,1223
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",OPEN,Gender-Neutral,1829,3199
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",OPEN,Female-only (including Supernumerary),5530,5982
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",EWS,Gender-Neutral,420,463
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",OBC-NCL,Gender-Neutral,1249,1424
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",OBC-NCL,Female-only (including Supernumerary),3159,3323
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",SC,Gender-Neutral,653,738
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",SC,Female-only (including Supernumerary),1439,1439
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",ST,Gender-Neutral,370,489
IIT Ropar,"Mathematics andComputing (4Years,
B. Tech)",ST,Female-only (including Supernumerary),1005,1005
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,4529,8199
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),13304,16694
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,1250,1575
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),2840,2840
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,2394,3697
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),5831,7182
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,1745,1933
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),2985,3191
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,869,988
IIT Ropar,"Mechanical Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),1363,1363
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,11728,13034
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),17005,20128
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,2086,2107
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,4576,5084
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),8766,8766
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2430,2549
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3344,3344
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1099,1270
IIT Ropar,"Metallurgical and Materials
Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),173,173
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Gender-Neutral,17986,19296
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",OPEN,Female-only (including Supernumerary),27292,27425
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",EWS,Gender-Neutral,2999,3181
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",OBC-NCL,Gender-Neutral,6098,6554
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",SC,Gender-Neutral,3250,3316
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",SC,Female-only (including Supernumerary),4348,4348
IIT (BHU) Varanasi,"Architecture (5 Years, Bachelor of
Architecture)",ST,Gender-Neutral,1347,1441
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,10896,13885
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),20756,21747
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,2147,2254
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4724,5248
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),9170,9170
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,2386,2802
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3708,3708
IIT (BHU) Varanasi,"Biochemical Engineering with M.Tech.
in Biochemical Engineering and
Biotechnology (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,1310,1351
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,11372,13157
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),18044,21195
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,2174,2222
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4186,4876
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,2821,2858
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3847,3847
IIT (BHU) Varanasi,"Bioengineering with M.Tech in
Biomedical Technology (5 Years, B.
Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,1394,1394
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,10427,13109
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),19431,21128
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1808,2119
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),3509,3509
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,3710,4837
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),8362,9198
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",SC,Gender-Neutral,2598,2893
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),3622,3795
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",ST,Gender-Neutral,1281,1376
IIT (BHU) Varanasi,"Ceramic Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),1554,1554
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,14555,15213
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),21556,23106
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,2295,2357
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4930,5353
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,2405,2863
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3991,3991
IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,1485,1485
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,6345,8343
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),10421,14690
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1090,1389
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2289,2561
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2790,3382
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),4366,6701
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1430,1982
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2501,2765
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,890,1000
IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),1304,1402
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,7324,9867
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),14686,16006
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,1357,1529
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),2966,2984
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,2928,3538
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),6455,7480
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",SC,Gender-Neutral,1494,1917
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),2528,2811
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",ST,Gender-Neutral,435,670
IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),989,1096
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,9320,11085
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),17458,18095
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,1491,1572
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),3402,3402
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3437,3643
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),7799,7823
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,1648,2009
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3159,3159
IIT (BHU) Varanasi,"Civil Engineering (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,798,842
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Gender-Neutral,426,897
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OPEN,Female-only (including Supernumerary),1767,2309
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OPEN (PwD),Gender-Neutral,50,51
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Gender-Neutral,106,125
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",EWS,Female-only (including Supernumerary),278,300
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Gender-Neutral,218,389
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),711,777
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",OBC-NCL (PwD),Gender-Neutral,13,13
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",SC,Gender-Neutral,128,218
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",SC,Female-only (including Supernumerary),476,568
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",ST,Gender-Neutral,76,121
IIT (BHU) Varanasi,"Computer Science and Engineering (4
Years, B. Tech)",ST,Female-only (including Supernumerary),228,228
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Gender-Neutral,1075,1318
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),2829,2983
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",EWS,Gender-Neutral,165,166
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),544,544
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,409,591
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),1224,1440
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",OBC-NCL (PwD),Gender-Neutral,36,36
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Gender-Neutral,242,279
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),928,928
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",ST,Gender-Neutral,138,161
IIT (BHU) Varanasi,"Computer Science and Engineering (5
Years, B. Tech - M.Tech Dual Deg.)",ST,Female-only (including Supernumerary),353,353
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OPEN,Gender-Neutral,3158,3706
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OPEN,Female-only (including Supernumerary),6440,7103
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OPEN (PwD),Gender-Neutral,51,51
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",EWS,Gender-Neutral,477,575
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",EWS,Female-only (including Supernumerary),1067,1185
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Gender-Neutral,1162,1538
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,Female-only (including Supernumerary),3592,3972
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",SC,Gender-Neutral,651,945
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",SC,Female-only (including Supernumerary),1434,2017
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",ST,Gender-Neutral,339,521
IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",ST,Female-only (including Supernumerary),578,796
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Gender-Neutral,3986,5408
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),7523,7867
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Gender-Neutral,664,699
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),1685,1685
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,1604,1798
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),5041,5231
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Gender-Neutral,993,1094
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),2239,2239
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Gender-Neutral,535,535
IIT (BHU) Varanasi,"Electrical Engineering with M.Tech. in
Power Electronics (5 Years, B. Tech -
M.Tech Dual Deg.)",ST,Female-only (including Supernumerary),1056,1056
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",OPEN,Gender-Neutral,1918,3128
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",OPEN,Female-only (including Supernumerary),5240,6289
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",OPEN (PwD),Gender-Neutral,67,2
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",EWS,Gender-Neutral,368,453
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",EWS,Female-only (including Supernumerary),896,948
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",OBC-NCL,Gender-Neutral,670,1274
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",OBC-NCL,Female-only (including Supernumerary),2486,3481
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",SC,Gender-Neutral,539,807
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",SC,Female-only (including Supernumerary),1377,1774
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",ST,Gender-Neutral,341,461
IIT (BHU) Varanasi,"Electronics Engineering (4 Years, B.
Tech)",ST,Female-only (including Supernumerary),679,840
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",OPEN,Gender-Neutral,6450,8711
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),12085,15957
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",EWS,Gender-Neutral,1424,1593
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",EWS,Female-only (including Supernumerary),3024,3024
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,3345,3981
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",OBC-NCL,Female-only (including Supernumerary),7256,7256
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",SC,Gender-Neutral,1977,2415
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3706,3706
IIT (BHU) Varanasi,"EngineeringPhysics(5Years, B. Tech-
M.Tech Dual Deg.)",ST,Gender-Neutral,1157,1167
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",OPEN,Gender-Neutral,10471,13456
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",OPEN,Female-only (including Supernumerary),21161,22135
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",EWS,Gender-Neutral,2288,2343
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",OBC-NCL,Gender-Neutral,4514,5137
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",SC,Gender-Neutral,2809,2859
IIT (BHU) Varanasi,"IndustrialChemistry(5Years, B. Tech-
M.Tech Dual Deg.)",SC,Female-only (including Supernumerary),3579,3579
